project,num_covered_instruction,num_uncovered_instruction,num_total_instruction,C0coverage
l0rdn1kk0n/wicket-bootstrap,0,111,111,0
l0rdn1kk0n/wicket-bootstrap,N/A,N/A,N/A,79
l0rdn1kk0n/wicket-bootstrap,0,N/A,N/A,0
l0rdn1kk0n/wicket-bootstrap,0,N/A,N/A,0
l0rdn1kk0n/wicket-bootstrap,0,N/A,N/A,0
l0rdn1kk0n/wicket-bootstrap,0,N/A,N/A,0
l0rdn1kk0n/wicket-bootstrap,0,N/A,N/A,0
l0rdn1kk0n/wicket-bootstrap,0,N/A,N/A,0
la-team/light-admin,0,1041,1041,0
la-team/light-admin,0,867,867,0
la-team/light-admin,0,856,856,0
la-team/light-admin,0,847,847,0
la-team/light-admin,0,791,791,0
la-team/light-admin,41,610,651,6
la-team/light-admin,0,573,573,0
la-team/light-admin,185,568,753,25
la-team/light-admin,152,529,681,22
la-team/light-admin,0,418,418,0
la-team/light-admin,255,415,670,38
la-team/light-admin,0,403,403,0
la-team/light-admin,0,397,397,0
la-team/light-admin,0,390,390,0
la-team/light-admin,0,372,372,0
la-team/light-admin,0,343,343,0
la-team/light-admin,0,336,336,0
la-team/light-admin,140,316,456,31
la-team/light-admin,0,291,291,0
la-team/light-admin,0,271,271,0
la-team/light-admin,0,260,260,0
la-team/light-admin,N/A,N/A,N/A,2
la-team/light-admin,148,214,362,41
la-team/light-admin,0,166,166,0
la-team/light-admin,41,146,187,22
la-team/light-admin,0,139,139,0
la-team/light-admin,0,135,135,0
la-team/light-admin,19,132,151,13
la-team/light-admin,0,125,125,0
la-team/light-admin,0,122,122,0
la-team/light-admin,48,116,164,29
la-team/light-admin,0,88,88,0
la-team/light-admin,0,86,86,0
la-team/light-admin,0,70,70,0
la-team/light-admin,0,66,66,0
la-team/light-admin,0,62,62,0
la-team/light-admin,0,50,50,0
la-team/light-admin,40,49,89,45
la-team/light-admin,0,47,47,0
la-team/light-admin,62,38,100,62
la-team/light-admin,0,38,38,0
la-team/light-admin,116,31,147,79
la-team/light-admin,119,16,135,88
la-team/light-admin,N/A,N/A,N/A,95
la-team/light-admin,33,0,33,100
larsga/Duke,4592,3610,8202,56
larsga/Duke,1551,1432,2983,52
larsga/Duke,3161,1106,4267,74
larsga/Duke,648,951,1599,41
larsga/Duke,967,532,1499,65
larsga/Duke,1712,396,2108,81
larsga/Duke,1145,208,1353,85
larsga/Duke,3592,206,3798,95
larsga/Duke,0,N/A,N/A,0
larsga/Duke,606,445,1051,58
larsga/Duke,161,100,261,62
larsga/Duke,1053,275,1328,79
larsga/Duke,432,102,534,81
larsga/Duke,0,558,558,0
larsga/Duke,0,846,846,0
lemire/RoaringBitmap,22517,5573,28090,80
lemire/RoaringBitmap,19526,2619,22145,88
lviggiano/owner,4042,361,4403,92
lviggiano/owner,N/A,N/A,N/A,79
lviggiano/owner,N/A,N/A,N/A,78
lviggiano/owner,N/A,N/A,N/A,96
lviggiano/owner,N/A,N/A,N/A,50
lviggiano/owner,133,37,170,78
lviggiano/owner,33,2,35,94
lviggiano/owner,55,6,61,90
lviggiano/owner,0,3,3,0
lviggiano/owner,531,75,606,88
lviggiano/owner,307,50,357,86
mbosecke/pebble,0,583,583,0
mbosecke/pebble,1999,320,2319,86
mbosecke/pebble,508,265,773,66
mbosecke/pebble,1726,223,1949,89
mbosecke/pebble,941,193,1134,83
mbosecke/pebble,1454,165,1619,90
mbosecke/pebble,2284,135,2419,94
mbosecke/pebble,1352,130,1482,91
mbosecke/pebble,975,46,1021,95
mbosecke/pebble,401,35,436,92
mbosecke/pebble,133,32,165,81
mbosecke/pebble,458,30,488,94
mbosecke/pebble,N/A,N/A,N/A,98
mbosecke/pebble,N/A,N/A,N/A,72
mbosecke/pebble,N/A,N/A,N/A,96
mbosecke/pebble,N/A,N/A,N/A,90
mbosecke/pebble,N/A,N/A,N/A,92
mfornos/humanize,1055,282,1337,79
mfornos/humanize,722,43,765,94
mfornos/humanize,406,30,436,93
mfornos/humanize,19,0,19,100
mfornos/humanize,617,69,686,90
mfornos/humanize,0,1089,1089,0
mfornos/humanize,0,387,387,0
mfornos/humanize,999,401,1400,71
mfornos/humanize,2162,218,2380,91
mfornos/humanize,416,161,577,72
mfornos/humanize,90,86,176,51
mfornos/humanize,723,64,787,92
mfornos/humanize,63,38,101,62
mfornos/humanize,99,22,121,82
mfornos/humanize,N/A,N/A,N/A,98
mfornos/humanize,N/A,N/A,N/A,96
mfornos/humanize,0,585,585,0
mfornos/humanize,0,394,394,0
mfornos/humanize,0,36,36,0
mfornos/humanize,30,0,30,100
mikaelhg/urlbuilder,685,220,905,76
mikaelhg/urlbuilder,1081,58,1139,95
mikera/vectorz,1997,28555,30552,7
mikera/vectorz,17141,4421,21562,79
mikera/vectorz,9346,4207,13553,69
mikera/vectorz,11511,4199,15710,73
mikera/vectorz,7020,2469,9489,74
mikera/vectorz,4386,1785,6171,71
mikera/vectorz,1319,1768,3087,43
mikera/vectorz,3280,957,4237,77
mikera/vectorz,2315,748,3063,76
mikera/vectorz,1940,643,2583,75
mikera/vectorz,3138,597,3735,84
mikera/vectorz,1440,518,1958,74
mikera/vectorz,1768,514,2282,77
mikera/vectorz,803,487,1290,62
mikera/vectorz,695,424,1119,62
mikera/vectorz,871,412,1283,68
mikera/vectorz,405,261,666,61
mikera/vectorz,N/A,N/A,N/A,90
mikera/vectorz,N/A,N/A,N/A,61
mikera/vectorz,N/A,N/A,N/A,41
mikera/vectorz,N/A,N/A,N/A,36
mikera/vectorz,0,N/A,N/A,0
mikera/vectorz,N/A,N/A,N/A,70
mikera/vectorz,N/A,N/A,N/A,98
mikera/vectorz,N/A,N/A,N/A,96
mikera/vectorz,N/A,N/A,N/A,86
mikera/vectorz,598,0,598,100
neuland/jade4j,3050,1166,4216,72
neuland/jade4j,2552,482,3034,84
neuland/jade4j,2186,453,2639,83
neuland/jade4j,1019,325,1344,76
neuland/jade4j,219,186,405,54
neuland/jade4j,338,157,495,68
neuland/jade4j,290,150,440,66
neuland/jade4j,141,138,279,51
neuland/jade4j,180,72,252,71
neuland/jade4j,402,55,457,88
neuland/jade4j,N/A,N/A,N/A,92
neuland/jade4j,N/A,N/A,N/A,90
neuland/jade4j,N/A,N/A,N/A,81
notnoop/java-apns,1914,1070,2984,64
notnoop/java-apns,1049,444,1493,70
notnoop/java-apns,30,64,94,32
openpnp/openpnp,0,14963,14963,0
openpnp/openpnp,0,8058,8058,0
openpnp/openpnp,178,7420,7598,2
openpnp/openpnp,0,5172,5172,0
openpnp/openpnp,0,4474,4474,0
openpnp/openpnp,0,4447,4447,0
openpnp/openpnp,210,3378,3588,6
openpnp/openpnp,0,3153,3153,0
openpnp/openpnp,3226,3140,6366,51
openpnp/openpnp,273,2720,2993,9
openpnp/openpnp,230,2544,2774,8
openpnp/openpnp,176,2513,2689,7
openpnp/openpnp,0,2487,2487,0
openpnp/openpnp,0,2467,2467,0
openpnp/openpnp,2063,2424,4487,46
openpnp/openpnp,0,2227,2227,0
openpnp/openpnp,562,2128,2690,21
openpnp/openpnp,0,1754,1754,0
openpnp/openpnp,1049,1279,2328,45
openpnp/openpnp,614,1171,1785,34
openpnp/openpnp,0,1150,1150,0
openpnp/openpnp,0,893,893,0
openpnp/openpnp,805,876,1681,48
openpnp/openpnp,901,852,1753,51
openpnp/openpnp,0,766,766,0
openpnp/openpnp,N/A,N/A,N/A,1
openpnp/openpnp,0,631,631,0
openpnp/openpnp,0,602,602,0
openpnp/openpnp,0,556,556,0
openpnp/openpnp,139,467,606,23
openpnp/openpnp,0,306,306,0
openpnp/openpnp,N/A,N/A,N/A,46
openpnp/openpnp,N/A,N/A,N/A,56
openpnp/openpnp,N/A,N/A,N/A,65
openpnp/openpnp,N/A,0,N/A,100
p6spy/p6spy,992,6949,7941,12
p6spy/p6spy,1580,803,2383,66
p6spy/p6spy,1178,238,1416,83
p6spy/p6spy,720,165,885,81
p6spy/p6spy,234,97,331,71
p6spy/p6spy,278,80,358,78
p6spy/p6spy,N/A,N/A,N/A,93
p6spy/p6spy,N/A,N/A,N/A,98
pedrovgs/Algorithms,85,49,134,63
pedrovgs/Algorithms,134,36,170,79
pedrovgs/Algorithms,83,26,109,76
pedrovgs/Algorithms,41,23,64,64
pedrovgs/Algorithms,34,20,54,63
pedrovgs/Algorithms,0,15,15,0
pedrovgs/Algorithms,127,14,141,90
pedrovgs/Algorithms,280,7,287,98
pedrovgs/Algorithms,218,4,222,98
pedrovgs/Algorithms,126,4,130,97
pedrovgs/Algorithms,88,3,91,97
pedrovgs/Algorithms,N/A,N/A,N/A,99
pedrovgs/Algorithms,N/A,N/A,N/A,98
pedrovgs/Algorithms,N/A,N/A,N/A,98
pedrovgs/Algorithms,N/A,N/A,N/A,98
pedrovgs/Algorithms,N/A,N/A,N/A,98
pedrovgs/Algorithms,N/A,N/A,N/A,97
pedrovgs/Algorithms,N/A,N/A,N/A,96
pedrovgs/Algorithms,N/A,N/A,N/A,99
pedrovgs/Algorithms,N/A,N/A,N/A,99
pedrovgs/Algorithms,240,0,240,100
pedrovgs/Algorithms,205,0,205,100
pedrovgs/Algorithms,170,0,170,100
pedrovgs/Algorithms,145,0,145,100
pedrovgs/Algorithms,143,0,143,100
pedrovgs/Algorithms,141,0,141,100
pedrovgs/Algorithms,141,0,141,100
pedrovgs/Algorithms,139,0,139,100
pedrovgs/Algorithms,133,0,133,100
pedrovgs/Algorithms,129,0,129,100
pedrovgs/Algorithms,121,0,121,100
pedrovgs/Algorithms,116,0,116,100
pedrovgs/Algorithms,116,0,116,100
pedrovgs/Algorithms,115,0,115,100
pedrovgs/Algorithms,113,0,113,100
pedrovgs/Algorithms,103,0,103,100
pedrovgs/Algorithms,103,0,103,100
pedrovgs/Algorithms,102,0,102,100
pedrovgs/Algorithms,102,0,102,100
pedrovgs/Algorithms,101,0,101,100
pedrovgs/Algorithms,96,0,96,100
pedrovgs/Algorithms,95,0,95,100
pedrovgs/Algorithms,91,0,91,100
pedrovgs/Algorithms,89,0,89,100
pedrovgs/Algorithms,88,0,88,100
pedrovgs/Algorithms,86,0,86,100
pedrovgs/Algorithms,86,0,86,100
pedrovgs/Algorithms,85,0,85,100
pedrovgs/Algorithms,83,0,83,100
pedrovgs/Algorithms,82,0,82,100
pedrovgs/Algorithms,72,0,72,100
pedrovgs/Algorithms,69,0,69,100
pedrovgs/Algorithms,68,0,68,100
pedrovgs/Algorithms,68,0,68,100
pedrovgs/Algorithms,68,0,68,100
pedrovgs/Algorithms,67,0,67,100
pedrovgs/Algorithms,66,0,66,100
pedrovgs/Algorithms,65,0,65,100
pedrovgs/Algorithms,65,0,65,100
pedrovgs/Algorithms,61,0,61,100
pedrovgs/Algorithms,59,0,59,100
pedrovgs/Algorithms,59,0,59,100
pedrovgs/Algorithms,58,0,58,100
pedrovgs/Algorithms,55,0,55,100
pedrovgs/Algorithms,54,0,54,100
pedrovgs/Algorithms,51,0,51,100
pedrovgs/Algorithms,50,0,50,100
pedrovgs/Algorithms,49,0,49,100
pedrovgs/Algorithms,44,0,44,100
pedrovgs/Algorithms,44,0,44,100
pedrovgs/Algorithms,43,0,43,100
pedrovgs/Algorithms,42,0,42,100
pedrovgs/Algorithms,41,0,41,100
pedrovgs/Algorithms,40,0,40,100
pedrovgs/Algorithms,33,0,33,100
pedrovgs/Algorithms,30,0,30,100
pedrovgs/Algorithms,30,0,30,100
pedrovgs/Algorithms,30,0,30,100
pedrovgs/Algorithms,26,0,26,100
pedrovgs/Algorithms,24,0,24,100
pedrovgs/Algorithms,21,0,21,100
pedrovgs/Algorithms,12,0,12,100
pedrovgs/Algorithms,10,0,10,100
perfectsense/brightspot-cms,0,42439,42439,0
perfectsense/brightspot-cms,0,34884,34884,0
perfectsense/brightspot-cms,0,24485,24485,0
perfectsense/brightspot-cms,0,11695,11695,0
perfectsense/brightspot-cms,0,5428,5428,0
perfectsense/brightspot-cms,N/A,N/A,N/A,9
perfectsense/brightspot-cms,0,2446,2446,0
perfectsense/brightspot-cms,0,2337,2337,0
perfectsense/brightspot-cms,0,1990,1990,0
perfectsense/brightspot-cms,0,1138,1138,0
perfectsense/brightspot-cms,0,1066,1066,0
perfectsense/brightspot-cms,0,465,465,0
perfectsense/brightspot-cms,0,365,365,0
perfectsense/brightspot-cms,0,355,355,0
perfectsense/brightspot-cms,0,N/A,N/A,0
perwendel/spark,2333,1175,3508,67
perwendel/spark,1263,786,2049,62
perwendel/spark,695,735,1430,49
perwendel/spark,733,423,1156,63
perwendel/spark,745,196,941,79
perwendel/spark,590,114,704,84
perwendel/spark,351,103,454,77
perwendel/spark,206,100,306,67
perwendel/spark,51,46,97,53
perwendel/spark,N/A,N/A,N/A,89
perwendel/spark,N/A,N/A,N/A,95
perwendel/spark,N/A,N/A,N/A,89
perwendel/spark,N/A,N/A,N/A,81
perwendel/spark,35,0,35,100
protostuff/protostuff,6896,4221,11117,62
protostuff/protostuff,544,1205,1749,31
protostuff/protostuff,855,4250,5105,17
protostuff/protostuff,6417,3514,9931,65
protostuff/protostuff,3375,1256,4631,73
protostuff/protostuff,1197,518,1715,70
protostuff/protostuff,19979,7629,27608,72
protostuff/protostuff,15222,11778,27000,56
protostuff/protostuff,10348,14511,24859,42
protostuff/protostuff,1282,3035,4317,30
protostuff/protostuff,743,308,1051,71
protostuff/protostuff,1597,773,2370,67
protostuff/protostuff,1004,198,1202,84
psi-probe/psi-probe,76,3988,4064,2
psi-probe/psi-probe,116,3585,3701,3
psi-probe/psi-probe,0,2479,2479,0
psi-probe/psi-probe,141,1157,1298,11
psi-probe/psi-probe,N/A,N/A,N/A,1
psi-probe/psi-probe,119,960,1079,11
psi-probe/psi-probe,38,889,927,4
psi-probe/psi-probe,0,872,872,0
psi-probe/psi-probe,96,864,960,10
psi-probe/psi-probe,126,757,883,14
psi-probe/psi-probe,50,727,777,6
psi-probe/psi-probe,0,701,701,0
psi-probe/psi-probe,1281,646,1927,66
psi-probe/psi-probe,N/A,N/A,N/A,3
psi-probe/psi-probe,N/A,N/A,N/A,2
psi-probe/psi-probe,0,532,532,0
psi-probe/psi-probe,N/A,N/A,N/A,2
psi-probe/psi-probe,N/A,N/A,N/A,2
psi-probe/psi-probe,44,498,542,8
psi-probe/psi-probe,532,485,1017,52
psi-probe/psi-probe,N/A,N/A,N/A,6
psi-probe/psi-probe,48,392,440,11
psi-probe/psi-probe,N/A,N/A,N/A,5
psi-probe/psi-probe,148,189,337,44
psi-probe/psi-probe,N/A,N/A,N/A,8
psi-probe/psi-probe,0,179,179,0
psi-probe/psi-probe,N/A,N/A,N/A,13
psi-probe/psi-probe,60,169,229,26
psi-probe/psi-probe,0,159,159,0
psi-probe/psi-probe,54,122,176,31
psi-probe/psi-probe,41,116,157,26
psi-probe/psi-probe,0,116,116,0
psi-probe/psi-probe,0,96,96,0
psi-probe/psi-probe,0,67,67,0
psi-probe/psi-probe,67,65,132,51
psi-probe/psi-probe,0,N/A,N/A,0
psi-probe/psi-probe,N/A,N/A,N/A,95
psi-probe/psi-probe,N/A,N/A,N/A,49
psi-probe/psi-probe,N/A,N/A,N/A,57
psi-probe/psi-probe,N/A,N/A,N/A,85
psi-probe/psi-probe,73,0,73,100
psi-probe/psi-probe,66,0,66,100
psi-probe/psi-probe,55,521,576,10
psi-probe/psi-probe,0,62,62,0
psi-probe/psi-probe,27,507,534,5
psi-probe/psi-probe,0,62,62,0
psi-probe/psi-probe,27,501,528,5
psi-probe/psi-probe,0,62,62,0
psi-probe/psi-probe,0,534,534,0
psi-probe/psi-probe,0,62,62,0
qos-ch/logback,241,443,684,35
qos-ch/logback,52,355,407,13
qos-ch/logback,71,341,412,17
qos-ch/logback,0,330,330,0
qos-ch/logback,183,328,511,36
qos-ch/logback,325,307,632,51
qos-ch/logback,705,280,985,72
qos-ch/logback,252,138,390,65
qos-ch/logback,357,120,477,75
qos-ch/logback,121,29,150,81
qos-ch/logback,471,27,498,95
qos-ch/logback,0,26,26,0
qos-ch/logback,40,17,57,70
qos-ch/logback,202,9,211,96
qos-ch/logback,129,0,129,100
qos-ch/slf4j,262,804,1066,25
qos-ch/slf4j,24,163,187,13
qos-ch/slf4j,162,104,266,61
qos-ch/slf4j,98,908,1006,10
qos-ch/slf4j,0,129,129,0
qos-ch/slf4j,0,15,15,0
qos-ch/slf4j,0,9,9,0
qos-ch/slf4j,122,403,525,23
qos-ch/slf4j,N/A,N/A,N/A,2
qos-ch/slf4j,1419,725,2144,66
qos-ch/slf4j,188,522,710,26
qos-ch/slf4j,497,1880,2377,21
qos-ch/slf4j,309,756,1065,29
qos-ch/slf4j,280,707,987,28
qos-ch/slf4j,68,164,232,29
qos-ch/slf4j,0,143,143,0
qos-ch/slf4j,N/A,N/A,N/A,95
qos-ch/slf4j,192,265,457,42
qos-ch/slf4j,470,306,776,61
qos-ch/slf4j,474,288,762,62
qos-ch/slf4j,0,983,983,0
qos-ch/slf4j,0,424,424,0
qos-ch/slf4j,388,131,519,75
qos-ch/slf4j,119,59,178,67
qos-ch/slf4j,55,8,63,87
qos-ch/slf4j,555,263,818,68
querydsl/querydsl,4727,772,5499,86
querydsl/querydsl,0,N/A,N/A,0
querydsl/querydsl,N/A,N/A,N/A,88
querydsl/querydsl,N/A,N/A,N/A,99
querydsl/querydsl,173,0,173,100
querydsl/querydsl,N/A,0,N/A,100
querydsl/querydsl,8713,1412,10125,86
querydsl/querydsl,3676,362,4038,91
querydsl/querydsl,7815,2669,10484,75
querydsl/querydsl,7228,2354,9582,75
querydsl/querydsl,1763,1810,3573,49
querydsl/querydsl,1391,1708,3099,45
querydsl/querydsl,1655,529,2184,76
querydsl/querydsl,1266,465,1731,73
querydsl/querydsl,0,118,118,0
querydsl/querydsl,1420,90,1510,94
querydsl/querydsl,211,32,243,87
querydsl/querydsl,1439,216,1655,87
querydsl/querydsl,150,154,304,49
querydsl/querydsl,326,143,469,70
querydsl/querydsl,4472,735,5207,86
querydsl/querydsl,838,570,1408,60
querydsl/querydsl,896,345,1241,72
querydsl/querydsl,460,208,668,69
querydsl/querydsl,213,181,394,54
querydsl/querydsl,358,167,525,68
querydsl/querydsl,1619,384,2003,81
querydsl/querydsl,66,67,133,50
querydsl/querydsl,2264,269,2533,89
querydsl/querydsl,2206,342,2548,87
querydsl/querydsl,2218,352,2570,86
querydsl/querydsl,956,445,1401,68
querydsl/querydsl,980,1075,2055,48
querydsl/querydsl,60,122,182,33
querydsl/querydsl,4658,22891,27549,17
querydsl/querydsl,N/A,N/A,N/A,79
querydsl/querydsl,0,N/A,N/A,0
querydsl/querydsl,1296,1768,3064,42
querydsl/querydsl,389,1645,2034,19
querydsl/querydsl,N/A,N/A,N/A,99
querydsl/querydsl,3370,966,4336,78
querydsl/querydsl,320,418,738,43
querydsl/querydsl,243,296,539,45
querydsl/querydsl,4140,1462,5602,74
rackerlabs/blueflood,5916,4587,10503,56
rackerlabs/blueflood,1090,3469,4559,24
rackerlabs/blueflood,259,2930,3189,8
rackerlabs/blueflood,0,2426,2426,0
rackerlabs/blueflood,1976,1338,3314,60
rackerlabs/blueflood,0,1234,1234,0
rackerlabs/blueflood,4300,1001,5301,81
rackerlabs/blueflood,1240,901,2141,58
rackerlabs/blueflood,N/A,N/A,N/A,4
rackerlabs/blueflood,529,410,939,56
rackerlabs/blueflood,N/A,N/A,N/A,1
rackerlabs/blueflood,749,344,1093,69
rackerlabs/blueflood,0,233,233,0
rackerlabs/blueflood,1765,182,1947,91
rackerlabs/blueflood,N/A,N/A,N/A,16
rackerlabs/blueflood,N/A,N/A,N/A,82
rackerlabs/blueflood,0,N/A,N/A,0
rackerlabs/blueflood,N/A,N/A,N/A,84
rackerlabs/blueflood,N/A,N/A,N/A,96
rackerlabs/blueflood,N/A,N/A,N/A,90
rackerlabs/blueflood,N/A,N/A,N/A,91
rackerlabs/blueflood,N/A,N/A,N/A,91
rackerlabs/blueflood,N/A,N/A,N/A,95
rackerlabs/blueflood,1799,81,1880,96
rackerlabs/blueflood,N/A,N/A,N/A,97
rackerlabs/blueflood,775,857,1632,47
rackerlabs/blueflood,1739,825,2564,68
rackerlabs/blueflood,766,470,1236,62
rackerlabs/blueflood,1274,356,1630,78
rackerlabs/blueflood,133,274,407,33
rackerlabs/blueflood,647,36,683,95
rackerlabs/blueflood,N/A,N/A,N/A,92
rackerlabs/blueflood,N/A,N/A,N/A,98
ralfstx/minimal-json,3638,66,3704,98
recruit-tech/redpen,466,177,643,72
recruit-tech/redpen,921,343,1264,73
recruit-tech/redpen,3290,333,3623,91
recruit-tech/redpen,1711,303,2014,85
recruit-tech/redpen,986,255,1241,79
recruit-tech/redpen,867,253,1120,77
recruit-tech/redpen,2698,251,2949,91
recruit-tech/redpen,882,251,1133,78
recruit-tech/redpen,431,142,573,75
recruit-tech/redpen,4554,140,4694,97
recruit-tech/redpen,2047,131,2178,94
recruit-tech/redpen,728,80,808,90
recruit-tech/redpen,1020,53,1073,95
recruit-tech/redpen,N/A,N/A,N/A,98
recruit-tech/redpen,N/A,N/A,N/A,98
recruit-tech/redpen,N/A,N/A,N/A,94
recruit-tech/redpen,69,0,69,100
recruit-tech/redpen,666,754,1420,47
recruit-tech/redpen,0,247,247,0
redline-smalltalk/redline-smalltalk,9768,6393,16161,60
redline-smalltalk/redline-smalltalk,835,2484,3319,25
redline-smalltalk/redline-smalltalk,1490,583,2073,72
redline-smalltalk/redline-smalltalk,1073,202,1275,84
redline-smalltalk/redline-smalltalk,N/A,N/A,N/A,70
redline-smalltalk/redline-smalltalk,N/A,N/A,N/A,89
reficio/p2-maven-plugin,65,1319,1384,5
reficio/p2-maven-plugin,66,1136,1202,5
reficio/p2-maven-plugin,0,775,775,0
reficio/p2-maven-plugin,59,536,595,10
reficio/p2-maven-plugin,0,491,491,0
reficio/p2-maven-plugin,232,372,604,38
reficio/p2-maven-plugin,0,294,294,0
reficio/p2-maven-plugin,0,195,195,0
reficio/p2-maven-plugin,211,122,333,63
reficio/p2-maven-plugin,N/A,N/A,N/A,9
reficio/p2-maven-plugin,0,30,30,0
relayrides/pushy,155,3,158,98
rest-driver/rest-driver,2077,215,2292,91
rest-driver/rest-driver,31,64,95,33
rest-driver/rest-driver,363,26,389,93
rest-driver/rest-driver,0,N/A,N/A,0
rest-driver/rest-driver,N/A,N/A,N/A,96
rest-driver/rest-driver,11,133,144,8
rest-driver/rest-driver,489,56,545,90
rest-driver/rest-driver,10,18,28,36
rest-driver/rest-driver,30,5,35,86
rest-driver/rest-driver,432,215,647,67
rest-driver/rest-driver,260,66,326,80
rest-driver/rest-driver,626,30,656,95
rest-driver/rest-driver,87,21,108,81
rest-driver/rest-driver,95,17,112,85
rest-driver/rest-driver,21,10,31,68
rest-driver/rest-driver,253,0,253,100
rest-driver/rest-driver,18,0,18,100
rhuss/docker-maven-plugin,0,4342,4342,0
rhuss/docker-maven-plugin,189,1734,1923,10
rhuss/docker-maven-plugin,1457,1550,3007,48
rhuss/docker-maven-plugin,1905,1154,3059,62
rhuss/docker-maven-plugin,1365,975,2340,58
rhuss/docker-maven-plugin,3132,910,4042,77
rhuss/docker-maven-plugin,2430,801,3231,75
rhuss/docker-maven-plugin,0,508,508,0
rhuss/docker-maven-plugin,0,491,491,0
rhuss/docker-maven-plugin,0,448,448,0
rhuss/docker-maven-plugin,216,367,583,37
rhuss/docker-maven-plugin,N/A,N/A,N/A,2
rhuss/docker-maven-plugin,259,166,425,61
rhuss/docker-maven-plugin,462,115,577,80
rhuss/docker-maven-plugin,N/A,N/A,N/A,8
rhuss/docker-maven-plugin,0,102,102,0
rhuss/docker-maven-plugin,N/A,N/A,N/A,98
rhuss/docker-maven-plugin,89,0,89,100
ryantenney/metrics-spring,2049,1020,3069,67
ryantenney/metrics-spring,1962,266,2228,88
ryantenney/metrics-spring,406,248,654,62
ryantenney/metrics-spring,267,131,398,67
ryantenney/metrics-spring,0,51,51,0
sachin-handiekar/jInstagram,27,2137,2164,1
sachin-handiekar/jInstagram,293,386,679,43
sachin-handiekar/jInstagram,255,287,542,47
sachin-handiekar/jInstagram,1450,281,1731,84
sachin-handiekar/jInstagram,602,191,793,76
sachin-handiekar/jInstagram,58,156,214,27
sachin-handiekar/jInstagram,N/A,N/A,N/A,9
sachin-handiekar/jInstagram,N/A,N/A,N/A,89
sachin-handiekar/jInstagram,N/A,N/A,N/A,92
sachin-handiekar/jInstagram,N/A,N/A,N/A,91
sachin-handiekar/jInstagram,N/A,N/A,N/A,96
sachin-handiekar/jInstagram,366,0,366,100
sachin-handiekar/jInstagram,274,0,274,100
sachin-handiekar/jInstagram,141,0,141,100
sachin-handiekar/jInstagram,120,0,120,100
sachin-handiekar/jInstagram,71,0,71,100
sachin-handiekar/jInstagram,40,0,40,100
sachin-handiekar/jInstagram,32,0,32,100
sachin-handiekar/jInstagram,32,0,32,100
sachin-handiekar/jInstagram,21,0,21,100
sahan/RoboZombie,387,1766,2153,18
sahan/RoboZombie,104,1140,1244,8
sahan/RoboZombie,37,1074,1111,3
sahan/RoboZombie,445,989,1434,31
sahan/RoboZombie,375,440,815,46
sahan/RoboZombie,504,358,862,58
sahan/RoboZombie,0,253,253,0
sahan/RoboZombie,0,250,250,0
sahan/RoboZombie,224,67,291,77
sahan/RoboZombie,93,63,156,60
sahan/RoboZombie,20,63,83,24
sahan/RoboZombie,0,24,24,0
sahan/RoboZombie,0,18,18,0
sahan/RoboZombie,N/A,N/A,N/A,62
sarxos/webcam-capture,1597,6821,8418,19
sarxos/webcam-capture,0,1225,1225,0
sarxos/webcam-capture,0,1040,1040,0
sarxos/webcam-capture,0,347,347,0
sarxos/webcam-capture,N/A,N/A,N/A,15
sarxos/webcam-capture,0,164,164,0
sarxos/webcam-capture,0,155,155,0
sarxos/webcam-capture,96,95,191,50
sarxos/webcam-capture,283,1311,1594,18
sarxos/webcam-capture,31,334,365,8
sarxos/webcam-capture,0,332,332,0
sarxos/webcam-capture,0,176,176,0
sarxos/webcam-capture,0,48,48,0
sarxos/webcam-capture,0,991,991,0
scobal/seyren,2033,1569,3602,56
scobal/seyren,0,374,374,0
scobal/seyren,700,224,924,76
scobal/seyren,499,164,663,75
scobal/seyren,0,146,146,0
scobal/seyren,0,138,138,0
scobal/seyren,94,131,225,42
scobal/seyren,517,121,638,81
scobal/seyren,279,110,389,72
scobal/seyren,N/A,N/A,N/A,4
scobal/seyren,N/A,N/A,N/A,92
scobal/seyren,N/A,N/A,N/A,42
scobal/seyren,N/A,N/A,N/A,62
scobal/seyren,N/A,N/A,N/A,80
searls/jasmine-maven-plugin,479,624,1103,43
searls/jasmine-maven-plugin,371,594,965,38
searls/jasmine-maven-plugin,287,139,426,67
searls/jasmine-maven-plugin,200,94,294,68
searls/jasmine-maven-plugin,137,80,217,63
searls/jasmine-maven-plugin,155,74,229,68
searls/jasmine-maven-plugin,291,41,332,88
searls/jasmine-maven-plugin,0,23,23,0
searls/jasmine-maven-plugin,N/A,N/A,N/A,93
searls/jasmine-maven-plugin,N/A,N/A,N/A,78
searls/jasmine-maven-plugin,285,0,285,100
searls/jasmine-maven-plugin,72,0,72,100
searls/jasmine-maven-plugin,18,0,18,100
selendroid/selendroid,259,331,590,44
selendroid/selendroid,217,50,267,81
selendroid/selendroid,453,648,1101,41
selendroid/selendroid,0,567,567,0
selendroid/selendroid,0,367,367,0
selendroid/selendroid,0,199,199,0
selendroid/selendroid,0,156,156,0
selendroid/selendroid,0,138,138,0
selendroid/selendroid,0,134,134,0
selendroid/selendroid,0,38,38,0
spotify/cassandra-reaper,847,2489,3336,25
spotify/cassandra-reaper,2302,1743,4045,57
spotify/cassandra-reaper,1826,1439,3265,56
spotify/cassandra-reaper,135,965,1100,12
spotify/cassandra-reaper,0,694,694,0
spotify/cassandra-reaper,373,194,567,66
